specimen_id	Monocytes	Classical_Monocytes	Non-Classical_Monocytes	Intermediate_Monocytes	Bcells	CD3CD19neg	CD3 Tcells	CD4Tcells	CD8Tcells	TemraCD4	NaiveCD4	TemCD4	TcmCD4	TemraCD8	NaiveCD8	TemCD8	TcmCD8	NK	Basophils	pDC	B cells (CD19+CD3-CD14-CD56-)	B cells (CD19+CD20+CD3-CD14-CD56-)	Memory B cells	Naive B cells	Proliferating B cells	Activated B cells (ABCs)	CD56+CD3+T cells	CD4+CD8+ T cells	CD4-CD8- T cells	NK cells (CD3-CD19-CD56+)	CD3-CD19-CD56- cells	non-pDCs	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	Conventional dendritic cells (cDCs)	cDC1	cDC2	Activated granulocytes	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	CD56high NK cells
371	27.48283254	26.20544669	1.769165616	0.604344215	19.93411669	15.84303328	35.12066192	24.34344298	8.254312902	1.575350591	10.61113119	5.191621673	6.515633492	1.159993268	4.791990266	1.541001879	0.726840829	8.194306115	0.928380865	0.566270944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
372	16.23806928	15.75170154	1.390642863	0	20.12253077	14.86238136	47.53941456	30.26662989	12.09870922	1.812205886	12.69175551	6.492103794	9.045742164	1.539361391	6.963184271	2.384149097	1.010288996	8.000225986	0.992841571	0.404946428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
373	10.1860068	10.1860068	1.480762183	0	21.466215	23.41111055	43.37963506	28.58038437	9.831070334	3.585453558	11.10422817	6.001551452	7.556165719	1.603538947	5.336696673	1.839233129	1.011978176	11.90916008	1.227395589	0.69313064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	14.76098345	14.76098345	0.436606994	0	23.15163021	9.660741468	50.52092982	19.35700739	29.06358686	1.79532185	8.992270566	4.537389487	3.843134708	12.60010352	5.892857484	5.842435679	3.324401289	1.630305033	0.155467233	0.727487332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
377	10.34712553	9.96500207	0	0.382123459	15.7490686	7.427338527	65.02543308	31.94517618	32.35003575	2.675334613	16.3032025	4.21668611	8.644582847	11.32023106	14.33143291	1.456051882	5.119858503	1.127083882	0.659817609	0.383377865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	12.06380404	11.49171808	0	0.572085966	12.85437983	8.113589628	65.8814199	31.57522695	32.44699192	2.557459374	14.86968979	5.658948992	8.395244006	12.53761661	12.1042419	2.154021216	5.246733624	0.952013743	0.776626292	0.376636323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	9.090461219	8.655875933	0	0.434585285	14.65064479	8.131417635	66.2671647	31.31701287	33.81031718	4.062051195	15.30080587	3.456826617	8.207406611	11.35803796	15.14449849	1.838963086	5.282353538	0.888727655	0.47713314	0.495048027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
380	9.917689377	9.67189372	0.245795657	0	16.73380862	6.761897502	64.9531924	33.44618743	30.81823059	2.625511835	18.35111241	4.51982114	7.559978311	9.388991404	14.50899117	1.790036718	4.834508617	0.722141601	0.758097665	0.454484656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
397	28.54903523	27.81183002	3.066498185	0.737205208	11.3871555	18.22726402	40.24056485	12.76919069	15.03874669	0	5.815297457	2.89612054	3.856852834	4.362446252	7.768352277	2.380945252	0.491370327	10.91464948	0.478045538	0.646926016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	23.51264931	22.83540632	1.839552283	1.527577135	19.44816368	15.01914426	40.09607366	17.79344749	13.43460414	0	10.33819574	2.813648803	4.50712331	2.425625125	9.069301058	1.241147246	0.63070364	7.221086877	1.260820032	1.152913334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	20.69588703	19.5031086	1.115650557	2.033785428	18.16034346	14.39402672	43.36166573	18.85677124	14.69812687	0.073143417	11.2309297	3.125956094	4.228514833	2.530562991	10.01950965	1.533308004	0.614746225	6.456827596	1.074525173	1.059156517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	21.75376883	21.80883914	1.455023067	0.735551514	14.37007818	18.40586392	42.82392584	15.10377979	14.86941079	0	8.095193372	2.634409979	4.185201313	3.699814155	8.496338607	2.049554742	0.590404959	10.17221212	0.695991963	1.754992615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
401	13.20348811	12.75716625	1.383104523	0.44632186	17.22367314	18.48801988	49.70487615	20.92615896	17.66329196	0.000632363	13.06373587	2.488854601	5.29679961	2.790112371	12.87035925	1.084755623	0.725573395	11.05914492	0.830166248	1.365651302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	9.804275867	9.616262316	0.804081156	0.000155769	13.03960435	32.29907707	43.83784415	20.36808287	15.48549398	0.090346197	7.747342186	5.845087426	6.507574282	0.783831146	10.88920908	2.810857121	0.941002375	24.13645391	0.404221348	0.724950349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	15.33438098	14.42716589	1.441104127	0.308964198	8.380705111	23.42839574	51.09975403	29.44151407	4.63200328	0.798852145	14.40953813	6.222055206	7.818119705	0.086225745	3.658923203	0.55752938	0.314156873	9.109319486	1.10644985	0.498770156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
421	11.67526675	11.34985207	0.921276264	0.365609058	7.270389659	32.54519538	46.73553835	21.5558948	18.01306716	0	9.829120688	5.267592024	6.189267571	0.582285995	13.68525146	2.750652493	0.933920189	24.52615229	1.10108618	0.566980192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
422	10.20127871	10.27212733	0.802687234	0.206081108	8.830746985	24.52774179	55.27630964	27.95011307	21.62967673	0.066230932	14.45866108	6.235206886	7.01678466	0.537235769	17.41438135	2.588151788	1.089907831	17.7834011	1.268678574	0.532750009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
423	12.80037325	12.65163216	0.539003661	0.368064399	10.22365661	17.31856645	58.56916128	29.20097193	22.79885792	0.166685719	14.58287364	7.765108718	6.569996039	1.090900874	18.21446896	2.213038705	1.036934046	10.01829024	1.574209705	0.44569156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	5.490837979	5.657937572	0.362428544	0.272732033	7.237643395	14.72730212	26.19570686	16.9656171	9.595250183	0.284570151	7.88350381	3.31763265	5.189421275	0.277285155	6.639818421	0.801121889	1.734739641	5.033476833	0.651779474	0.098802756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28	7.211965205	10.388717	1.124432553	0.390872664	9.663399356	22.81136669	41.79389313	26.69346453	13.05508356	1.150744338	12.96441886	5.171692323	7.318480383	0.201935026	9.693198245	0.36392686	2.631495524	4.478075626	1.239506987	0.294501788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	3.8606268	1.003328928	0	0.044954096	13.20952872	42.89008336	36.54961808	8.700555338	12.31897257	1.980692991	1.75824772	4.480683302	0.299564798	4.325669177	4.191581958	3.486655221	0.044566561	0.35149453	0.250735348	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	3.670204368	5.777738795	0.371546356	0.238575564	10.26541531	22.41557758	43.02885712	29.14270678	13.20164898	1.025874923	13.61143759	6.705376721	7.800017542	0.650820103	9.591439347	1.154986405	1.76545917	6.907113411	0.944127708	0.137882642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	25.69715069	24.2499478	0.809050984	1.907963651	12.99376938	21.54100437	34.85937673	22.20986196	13.74807651	0.224590167	11.90275246	3.344287953	6.344847673	0.248277411	9.962153048	0.740796628	2.732981592	12.70092486	1.00890114	0.164407021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
45	22.7930283	22.7930283	2.390009845	0	13.68508836	14.51712339	46.65823958	28.27724305	16.51333837	0.241820632	9.122755035	9.237452568	9.329210594	6.991053592	2.291561129	5.706680175	1.401221529	7.158798735	0.84015943	0.960830792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
46	41.38050163	41.38050163	1.15607028	0.789360667	6.744350786	10.58719496	39.1935558	26.72923233	11.13298057	0.150867568	12.22724586	6.029631531	7.896934631	2.750639048	4.111616644	2.635111257	1.607246714	3.14730031	1.382847055	0.385092636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
47	20.24533319	19.56373333	1.530888859	0.681599858	5.51602592	14.94693662	58.56428771	41.7063363	15.05659127	0.471606624	21.14089706	7.24759195	12.77797377	3.2099184	5.720826594	3.645482549	2.301984016	3.075370008	1.207270195	0.395245448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
48	15.19059849	14.95518597	0.488089518	0.235412521	6.488231381	8.255364367	68.18451309	49.11315459	17.60936511	0.942051582	25.80437072	7.847173243	14.20986912	3.618313194	7.465882583	3.842617562	2.68255177	3.044035123	1.246388178	0.369245676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
49	16.45197889	16.13193238	0.905632038	0.320046513	6.469569337	10.15171927	65.41330817	46.41401206	14.99467711	0.754626072	25.88244953	6.976152632	12.80078383	3.88295288	6.296222025	2.275048889	2.512997684	3.737599543	1.380452937	0.234449548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
87	10.79051708	10.3001688	0.522824035	0.490348276	5.831004714	12.39003744	68.29937654	46.24226916	23.20339461	1.133082806	21.39438776	10.02073452	13.25760415	5.277132426	9.956496758	5.449503763	2.175162111	7.188562823	0.984622193	0.714109825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
88	7.257094942	7.021364544	0	0.235730398	5.525019782	7.209854381	78.88535897	58.49822257	21.20345328	0.958510978	35.97935587	4.258264146	17.30209158	1.823721848	14.13437578	1.566024589	3.504777202	3.101579016	1.280927805	0.599955121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	10.40593516	9.376620148	0	0.749171545	6.894743065	11.7457122	69.20362246	49.78125161	19.91868563	1.461051266	27.69266685	9.317195776	10.80401782	4.753646564	9.340844251	4.303719177	1.347659862	3.346865516	1.255188263	1.046293405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
90	8.81058794	8.366826994	0.336138818	0.443760946	4.932151894	15.69090232	69.13524322	47.23659268	22.11822276	2.112336727	24.07763797	7.548264052	12.76981271	4.513204629	11.14336248	3.143835676	2.616112158	9.23328611	0.703150472	0.765473206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
91	9.661559167	9.18454563	0.49383654	0.477013537	7.114502243	16.62031296	64.96039811	46.37450718	19.44033668	2.280330925	23.21818621	7.661792518	12.84680485	3.467437992	9.401073959	3.485617689	2.770097383	3.483989657	1.159701853	1.13419601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
114	15.63736791	14.26955064	1.613306791	0.8160953	13.25281487	23.27177736	46.08971383	19.65017743	25.25080059	0	8.777509383	3.999748216	6.710361704	3.823184597	11.53454557	8.272682209	1.512435775	14.59340798	0.328578285	0.186005524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115	10.58548931	9.458544391	2.566930087	1.126944916	10.91820097	24.75004067	49.42290887	16.52266184	26.69618639	0.084927537	7.867618965	1.844573149	6.603919907	4.524613854	12.84751251	7.336679995	1.884861714	14.77360853	0.465493696	0.24248798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116	11.83847375	8.157519014	2.276297841	1.491966944	11.24229734	20.68359261	52.37647883	18.8230127	12.68224979	0.913571008	9.645637947	2.403016841	5.84698714	2.70647899	4.82606988	4.31640739	0.76615236	5.114670743	0.481134128	0.15299163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117	14.60209619	12.06375117	2.590843149	1.617156338	10.53061857	17.17356979	55.25074873	27.96908354	17.25599053	0.874301027	12.70227813	4.479173068	9.675152752	1.893138908	7.069348302	7.150833959	1.142669363	4.924004606	0.940558217	0.241918894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	10.47369812	9.266549334	2.649707348	1.207148781	10.67835084	19.5543907	54.96299295	28.88113975	27.01008542	0.654704713	14.17558599	4.702280886	9.055850347	3.706225412	14.71409738	6.574123851	1.970554718	10.65784614	0.775367015	0.22739192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
131	14.45741721	13.67165491	0.729636422	0.7857623	17.01375519	9.567721964	56.28642472	28.53370054	24.50721261	0.117690311	9.883158103	6.370069679	11.44445822	7.842395052	10.31889506	4.547718962	1.335056267	3.675592422	0.361119994	0.671987748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	16.40148776	15.08089149	1.636903579	1.320596268	15.69827356	11.09910168	53.07671115	31.16779388	20.76925726	0.357104066	10.77391975	4.466582424	15.39547686	5.171253653	10.68649813	2.654968065	2.061693171	3.232613032	0.459360868	0.344520651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	13.65766753	11.69624656	1.439372978	1.852155107	13.41513685	12.4152272	56.13484028	32.77509868	22.18407485	0.231801729	11.67549452	4.237792999	16.3687031	5.807889729	10.92771513	2.96725977	2.481210225	3.574292313	0.503978181	0.321303736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
